Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
2965360,SA_0000001445,COUNTRY,RWA,YEAR,AFR,Africa,,,2002,,,,,,,28.94,28.94,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4793196,SA_0000001445,COUNTRY,PLW,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2004,,,,,,,14.8,14.8,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
100640,SA_0000001445,COUNTRY,ROU,YEAR,EUR,Europe,,,2002,,,,,,,6.81,6.81,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9099198,SA_0000001445,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2004,,,,,,,19.3,19.3,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5903340,SA_0000001445,COUNTRY,GRD,YEAR,AMR,Americas,SEX,SEX_FMLE,2004,,,,,,,0.6,0.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6755251,SA_0000001445,COUNTRY,ARM,YEAR,EUR,Europe,SEX,SEX_MLE,2004,,,,,,,5.6,5.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9143730,SA_0000001445,COUNTRY,LBY,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2004,,,,,,,2.5,2.5,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4136361,SA_0000001445,COUNTRY,MUS,YEAR,AFR,Africa,SEX,SEX_MLE,2004,,,,,,,5.5,5.5,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5208397,SA_0000001445,COUNTRY,GBR,YEAR,EUR,Europe,SEX,SEX_BTSX,2004,,,,,,,2.7,2.7,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1352953,SA_0000001445,COUNTRY,CHE,YEAR,EUR,Europe,,,2002,,,,,,,3.95,3.95,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2273508,SA_0000001445,COUNTRY,SUR,YEAR,AMR,Americas,SEX,SEX_MLE,2004,,,,,,,13.7,13.7,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4155267,SA_0000001445,COUNTRY,LSO,YEAR,AFR,Africa,SEX,SEX_FMLE,2004,,,,,,,4.6,4.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6578457,SA_0000001445,COUNTRY,MRT,YEAR,AFR,Africa,SEX,SEX_MLE,2004,,,,,,,29.5,29.5,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
8221223,SA_0000001445,COUNTRY,TZA,YEAR,AFR,Africa,SEX,SEX_MLE,2004,,,,,,,10.0,10.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9885504,SA_0000001445,COUNTRY,NER,YEAR,AFR,Africa,SEX,SEX_MLE,2004,,,,,,,40.6,40.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2965464,SA_0000001445,COUNTRY,KEN,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,6.8,6.8,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5014085,SA_0000001445,COUNTRY,USA,YEAR,AMR,Americas,SEX,SEX_FMLE,2004,,,,,,,2.3,2.3,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3528386,SA_0000001445,COUNTRY,ETH,YEAR,AFR,Africa,SEX,SEX_FMLE,2004,,,,,,,4.5,4.5,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2166187,SA_0000001445,COUNTRY,BIH,YEAR,EUR,Europe,SEX,SEX_BTSX,2004,,,,,,,10.8,10.8,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4465430,SA_0000001445,COUNTRY,NAM,YEAR,AFR,Africa,SEX,SEX_MLE,2004,,,,,,,4.1,4.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
879513,SA_0000001445,COUNTRY,LVA,YEAR,EUR,Europe,,,2002,,,,,,,3.39,3.39,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
6420180,SA_0000001445,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2004,,,,,,,6.7,6.7,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9739645,SA_0000001445,COUNTRY,BTN,YEAR,SEAR,South-East Asia,SEX,SEX_FMLE,2004,,,,,,,1.6,1.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3066857,SA_0000001445,COUNTRY,DMA,YEAR,AMR,Americas,,,2002,,,,,,,0.67,0.67,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
8921981,SA_0000001445,COUNTRY,DEU,YEAR,EUR,Europe,SEX,SEX_BTSX,2004,,,,,,,3.9,3.9,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
234264,SA_0000001445,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2004,,,,,,,25.8,25.8,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4440058,SA_0000001445,COUNTRY,GNB,YEAR,AFR,Africa,SEX,SEX_FMLE,2004,,,,,,,11.4,11.4,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2965596,SA_0000001445,COUNTRY,ERI,YEAR,AFR,Africa,,,2002,,,,,,,10.63,10.63,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2284955,SA_0000001445,COUNTRY,UGA,YEAR,AFR,Africa,SEX,SEX_MLE,2004,,,,,,,9.2,9.2,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2328885,SA_0000001445,COUNTRY,FRA,YEAR,EUR,Europe,SEX,SEX_MLE,2004,,,,,,,13.1,13.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6806294,SA_0000001445,COUNTRY,ZMB,YEAR,AFR,Africa,SEX,SEX_MLE,2004,,,,,,,26.3,26.3,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1220766,SA_0000001445,COUNTRY,ALB,YEAR,EUR,Europe,SEX,SEX_BTSX,2004,,,,,,,4.1,4.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
310497,SA_0000001445,COUNTRY,SWZ,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,13.5,13.5,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4243997,SA_0000001445,COUNTRY,NPL,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2004,,,,,,,2.5,2.5,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1063128,SA_0000001445,COUNTRY,CZE,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,3.7,3.7,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
8557015,SA_0000001445,COUNTRY,LTU,YEAR,EUR,Europe,SEX,SEX_BTSX,2004,,,,,,,2.8,2.8,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3294574,SA_0000001445,COUNTRY,BRN,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2004,,,,,,,7.9,7.9,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4054250,SA_0000001445,COUNTRY,NIC,YEAR,AMR,Americas,SEX,SEX_MLE,2004,,,,,,,5.7,5.7,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1170601,SA_0000001445,COUNTRY,GTM,YEAR,AMR,Americas,SEX,SEX_BTSX,2004,,,,,,,4.9,4.9,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2858664,SA_0000001445,COUNTRY,PER,YEAR,AMR,Americas,SEX,SEX_BTSX,2004,,,,,,,6.1,6.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1415717,SA_0000001445,COUNTRY,GNQ,YEAR,AFR,Africa,,,2002,,,,,,,23.88,23.88,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
304205,SA_0000001445,COUNTRY,SMR,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,1.4,1.4,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2279901,SA_0000001445,COUNTRY,SLE,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,24.7,24.7,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4655157,SA_0000001445,COUNTRY,NIU,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2004,,,,,,,9.1,9.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6395358,SA_0000001445,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,SEX_FMLE,2004,,,,,,,1.3,1.3,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
8720045,SA_0000001445,COUNTRY,MCO,YEAR,EUR,Europe,SEX,SEX_MLE,2004,,,,,,,9.9,9.9,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5064724,SA_0000001445,COUNTRY,NPL,YEAR,SEAR,South-East Asia,SEX,SEX_MLE,2004,,,,,,,3.0,3.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9644971,SA_0000001445,COUNTRY,MLT,YEAR,EUR,Europe,SEX,SEX_BTSX,2004,,,,,,,2.5,2.5,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
278849,SA_0000001445,COUNTRY,KAZ,YEAR,EUR,Europe,,,2002,,,,,,,6.83,6.83,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
316980,SA_0000001445,COUNTRY,SLB,YEAR,WPR,Western Pacific,,,2002,,,,,,,12.15,12.15,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
8588649,SA_0000001445,COUNTRY,JAM,YEAR,AMR,Americas,SEX,SEX_FMLE,2004,,,,,,,4.3,4.3,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5897403,SA_0000001445,COUNTRY,BHS,YEAR,AMR,Americas,SEX,SEX_MLE,2004,,,,,,,5.5,5.5,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1372178,SA_0000001445,COUNTRY,PRY,YEAR,AMR,Americas,SEX,SEX_MLE,2004,,,,,,,3.9,3.9,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2008404,SA_0000001445,COUNTRY,RWA,YEAR,AFR,Africa,SEX,SEX_MLE,2004,,,,,,,53.6,53.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
462910,SA_0000001445,COUNTRY,URY,YEAR,AMR,Americas,SEX,SEX_MLE,2004,,,,,,,3.2,3.2,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7248533,SA_0000001445,COUNTRY,NAM,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,2.7,2.7,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6236825,SA_0000001445,COUNTRY,LTU,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,1.8,1.8,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
8335788,SA_0000001445,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,,,2002,,,,,,,5.28,5.28,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1296419,SA_0000001445,COUNTRY,GIN,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,36.6,36.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1101293,SA_0000001445,COUNTRY,BRN,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2004,,,,,,,10.9,10.9,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1649422,SA_0000001445,COUNTRY,LAO,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2004,,,,,,,35.0,35.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2084249,SA_0000001445,COUNTRY,GRC,YEAR,EUR,Europe,SEX,SEX_BTSX,2004,,,,,,,7.7,7.7,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
705327,SA_0000001445,COUNTRY,GEO,YEAR,EUR,Europe,SEX,SEX_BTSX,2004,,,,,,,3.4,3.4,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6749428,SA_0000001445,COUNTRY,AZE,YEAR,EUR,Europe,SEX,SEX_MLE,2004,,,,,,,2.9,2.9,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4573212,SA_0000001445,COUNTRY,POL,YEAR,EUR,Europe,SEX,SEX_MLE,2004,,,,,,,4.9,4.9,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6003942,SA_0000001445,COUNTRY,AGO,YEAR,AFR,Africa,SEX,SEX_MLE,2004,,,,,,,10.1,10.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
8012529,SA_0000001445,COUNTRY,BLR,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,1.5,1.5,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6604326,SA_0000001445,COUNTRY,SVK,YEAR,EUR,Europe,SEX,SEX_BTSX,2004,,,,,,,4.9,4.9,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2618928,SA_0000001445,COUNTRY,ECU,YEAR,AMR,Americas,SEX,SEX_FMLE,2004,,,,,,,5.2,5.2,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4755802,SA_0000001445,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,,,2002,,,,,,,6.91,6.91,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
7116425,SA_0000001445,COUNTRY,BLR,YEAR,EUR,Europe,SEX,SEX_MLE,2004,,,,,,,4.1,4.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1667527,SA_0000001445,COUNTRY,MYS,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2004,,,,,,,8.4,8.4,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
310892,SA_0000001445,COUNTRY,BOL,YEAR,AMR,Americas,SEX,SEX_BTSX,2004,,,,,,,4.6,4.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7615625,SA_0000001445,COUNTRY,ZWE,YEAR,AFR,Africa,,,2002,,,,,,,16.52,16.52,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4200277,SA_0000001445,COUNTRY,NIC,YEAR,AMR,Americas,SEX,SEX_BTSX,2004,,,,,,,7,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7153475,SA_0000001445,COUNTRY,TZA,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,6.3,6.3,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7735889,SA_0000001445,COUNTRY,ATG,YEAR,AMR,Americas,SEX,SEX_MLE,2004,,,,,,,6.5,6.5,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5341877,SA_0000001445,COUNTRY,NIC,YEAR,AMR,Americas,SEX,SEX_FMLE,2004,,,,,,,8.2,8.2,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
8607585,SA_0000001445,COUNTRY,BFA,YEAR,AFR,Africa,SEX,SEX_MLE,2004,,,,,,,39.4,39.4,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1787790,SA_0000001445,COUNTRY,NRU,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2004,,,,,,,0.0,0.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7868505,SA_0000001445,COUNTRY,TKM,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,2.1,2.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6616891,SA_0000001445,COUNTRY,MRT,YEAR,AFR,Africa,SEX,SEX_FMLE,2004,,,,,,,9.1,9.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4396142,SA_0000001445,COUNTRY,MRT,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,18.4,18.4,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6206352,SA_0000001445,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2004,,,,,,,10.7,10.7,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9664123,SA_0000001445,COUNTRY,BWA,YEAR,AFR,Africa,SEX,SEX_MLE,2004,,,,,,,4.3,4.3,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6509342,SA_0000001445,COUNTRY,DNK,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,1.9,1.9,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2568203,SA_0000001445,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2004,,,,,,,6.3,6.3,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1006655,SA_0000001445,COUNTRY,NIU,YEAR,WPR,Western Pacific,,,2002,,,,,,,9.68,9.68,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1472788,SA_0000001445,COUNTRY,NIU,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2004,,,,,,,5.7,5.7,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4888907,SA_0000001445,COUNTRY,MRT,YEAR,AFR,Africa,,,2002,,,,,,,20.41,20.41,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1876415,SA_0000001445,COUNTRY,KOR,YEAR,WPR,Western Pacific,,,2002,,,,,,,26.87,26.87,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2789426,SA_0000001445,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,,,2002,,,,,,,13.84,13.84,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2921920,SA_0000001445,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2004,,,,,,,7.6,7.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4951269,SA_0000001445,COUNTRY,RUS,YEAR,EUR,Europe,,,2002,,,,,,,4.32,4.32,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2304113,SA_0000001445,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2004,,,,,,,13.1,13.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1057337,SA_0000001445,COUNTRY,CMR,YEAR,AFR,Africa,,,2002,,,,,,,16.23,16.23,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
8500716,SA_0000001445,COUNTRY,KNA,YEAR,AMR,Americas,SEX,SEX_FMLE,2004,,,,,,,0.0,0.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
8998579,SA_0000001445,COUNTRY,KHM,YEAR,WPR,Western Pacific,,,2002,,,,,,,27.12,27.12,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
3699978,SA_0000001445,COUNTRY,HRV,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,3.7,3.7,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7210695,SA_0000001445,COUNTRY,SWZ,YEAR,AFR,Africa,,,2002,,,,,,,9.24,9.24,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
7919386,SA_0000001445,COUNTRY,MUS,YEAR,AFR,Africa,,,2002,,,,,,,3.47,3.47,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
5563172,SA_0000001445,COUNTRY,VCT,YEAR,AMR,Americas,SEX,SEX_BTSX,2004,,,,,,,3.1,3.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2084569,SA_0000001445,COUNTRY,GTM,YEAR,AMR,Americas,SEX,SEX_FMLE,2004,,,,,,,5.4,5.4,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2166968,SA_0000001445,COUNTRY,CHN,YEAR,WPR,Western Pacific,,,2002,,,,,,,26.74,26.74,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9582104,SA_0000001445,COUNTRY,PER,YEAR,AMR,Americas,SEX,SEX_FMLE,2004,,,,,,,6.7,6.7,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3207011,SA_0000001445,COUNTRY,MYS,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2004,,,,,,,13.1,13.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1190070,SA_0000001445,COUNTRY,VCT,YEAR,AMR,Americas,SEX,SEX_FMLE,2004,,,,,,,0.7,0.7,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4686866,SA_0000001445,COUNTRY,MNG,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2004,,,,,,,117.6,117.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5689951,SA_0000001445,COUNTRY,TUV,YEAR,WPR,Western Pacific,,,2002,,,,,,,15.15,15.15,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9974895,SA_0000001445,COUNTRY,LTU,YEAR,EUR,Europe,,,2002,,,,,,,2.71,2.71,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
10127194,SA_0000001445,COUNTRY,ZAF,YEAR,AFR,Africa,,,2002,,,,,,,8.47,8.47,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
6269066,SA_0000001445,COUNTRY,AND,YEAR,EUR,Europe,SEX,SEX_BTSX,2004,,,,,,,5.9,5.9,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4503971,SA_0000001445,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2004,,,,,,,4.1,4.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4522799,SA_0000001445,COUNTRY,CYP,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,3.5,3.5,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
