Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
3573736,SA_0000001445,COUNTRY,NPL,YEAR,SEAR,South-East Asia,SEX,SEX_FMLE,2004,,,,,,,2.0,2.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
10152666,SA_0000001445,COUNTRY,VUT,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2004,,,,,,,21.6,21.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9550474,SA_0000001445,COUNTRY,KAZ,YEAR,EUR,Europe,SEX,SEX_MLE,2004,,,,,,,11.6,11.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6541469,SA_0000001445,COUNTRY,BFA,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,24.6,24.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4845117,SA_0000001445,COUNTRY,MDG,YEAR,AFR,Africa,,,2002,,,,,,,12.49,12.49,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
7438933,SA_0000001445,COUNTRY,CPV,YEAR,AFR,Africa,SEX,SEX_FMLE,2004,,,,,,,7.0,7.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4118354,SA_0000001445,COUNTRY,ARG,YEAR,AMR,Americas,,,2002,,,,,,,4.33,4.33,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
943523,SA_0000001445,COUNTRY,NGA,YEAR,AFR,Africa,,,2002,,,,,,,12.13,12.13,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
10114627,SA_0000001445,COUNTRY,COD,YEAR,AFR,Africa,SEX,SEX_FMLE,2004,,,,,,,22.8,22.8,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3099163,SA_0000001445,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2004,,,,,,,3.4,3.4,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3105571,SA_0000001445,COUNTRY,TUR,YEAR,EUR,Europe,,,2002,,,,,,,2.26,2.26,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
8986184,SA_0000001445,COUNTRY,BDI,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,19,19.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3972827,SA_0000001445,COUNTRY,SAU,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2004,,,,,,,6.0,6.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6389779,SA_0000001445,COUNTRY,KNA,YEAR,AMR,Americas,SEX,SEX_MLE,2004,,,,,,,0.0,0.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9708919,SA_0000001445,COUNTRY,TCD,YEAR,AFR,Africa,,,2002,,,,,,,23.04,23.04,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4270291,SA_0000001445,COUNTRY,TTO,YEAR,AMR,Americas,SEX,SEX_FMLE,2004,,,,,,,3.4,3.4,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
8349123,SA_0000001445,COUNTRY,GRD,YEAR,AMR,Americas,SEX,SEX_MLE,2004,,,,,,,0.0,0.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6819891,SA_0000001445,COUNTRY,GUY,YEAR,AMR,Americas,SEX,SEX_MLE,2004,,,,,,,6.3,6.3,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
8967066,SA_0000001445,COUNTRY,CZE,YEAR,EUR,Europe,SEX,SEX_BTSX,2004,,,,,,,5.8,5.8,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6206802,SA_0000001445,COUNTRY,PNG,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2004,,,,,,,8.4,8.4,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5791566,SA_0000001445,COUNTRY,GMB,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,55.4,55.4,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3542170,SA_0000001445,COUNTRY,COM,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,14.8,14.8,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3953790,SA_0000001445,COUNTRY,GNQ,YEAR,AFR,Africa,SEX,SEX_FMLE,2004,,,,,,,21.8,21.8,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9582417,SA_0000001445,COUNTRY,BWA,YEAR,AFR,Africa,,,2002,,,,,,,4.52,4.52,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4112127,SA_0000001445,COUNTRY,COK,YEAR,WPR,Western Pacific,,,2002,,,,,,,9.24,9.24,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9747002,SA_0000001445,COUNTRY,ARE,YEAR,EMR,Eastern Mediterranean,,,2002,,,,,,,8.70,8.7,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
8570635,SA_0000001445,COUNTRY,MDV,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2004,,,,,,,44,44.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
8632268,SA_0000001445,COUNTRY,ITA,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,4.8,4.8,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
8431681,SA_0000001445,COUNTRY,ITA,YEAR,EUR,Europe,SEX,SEX_MLE,2004,,,,,,,13.2,13.2,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7047081,SA_0000001445,COUNTRY,SVK,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,3.5,3.5,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7312569,SA_0000001445,COUNTRY,BRB,YEAR,AMR,Americas,SEX,SEX_MLE,2004,,,,,,,5.9,5.9,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6971102,SA_0000001445,COUNTRY,TCD,YEAR,AFR,Africa,SEX,SEX_MLE,2004,,,,,,,45.0,45.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3656372,SA_0000001445,COUNTRY,CIV,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,20.6,20.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9449068,SA_0000001445,COUNTRY,AUS,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2004,,,,,,,3.1,3.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9987914,SA_0000001445,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_MLE,2004,,,,,,,5.8,5.8,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5336164,SA_0000001445,COUNTRY,HND,YEAR,AMR,Americas,,,2002,,,,,,,1.74,1.74,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
8632351,SA_0000001445,COUNTRY,ZWE,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,19.4,19.4,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5097173,SA_0000001445,COUNTRY,ALB,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,2.7,2.7,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3821001,SA_0000001445,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2004,,,,,,,4.2,4.2,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5469253,SA_0000001445,COUNTRY,ATG,YEAR,AMR,Americas,SEX,SEX_FMLE,2004,,,,,,,6.0,6.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4270491,SA_0000001445,COUNTRY,BEL,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,2.4,2.4,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
8279610,SA_0000001445,COUNTRY,GBR,YEAR,EUR,Europe,SEX,SEX_MLE,2004,,,,,,,3.6,3.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1511034,SA_0000001445,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2004,,,,,,,5.5,5.5,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3700508,SA_0000001445,COUNTRY,KWT,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2004,,,,,,,8.2,8.2,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
501985,SA_0000001445,COUNTRY,PAN,YEAR,AMR,Americas,SEX,SEX_MLE,2004,,,,,,,2.3,2.3,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2411645,SA_0000001445,COUNTRY,IRL,YEAR,EUR,Europe,,,2002,,,,,,,3.27,3.27,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2286095,SA_0000001445,COUNTRY,TTO,YEAR,AMR,Americas,,,2002,,,,,,,1.92,1.92,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9538054,SA_0000001445,COUNTRY,LBN,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2004,,,,,,,0.4,0.4,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9715491,SA_0000001445,COUNTRY,KWT,YEAR,EMR,Eastern Mediterranean,,,2002,,,,,,,8.43,8.43,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1347921,SA_0000001445,COUNTRY,COL,YEAR,AMR,Americas,SEX,SEX_BTSX,2004,,,,,,,2.3,2.3,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7072619,SA_0000001445,COUNTRY,SAU,YEAR,EMR,Eastern Mediterranean,,,2002,,,,,,,12.24,12.24,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
772819,SA_0000001445,COUNTRY,MWI,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,6.1,6.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1504986,SA_0000001445,COUNTRY,CRI,YEAR,AMR,Americas,,,2002,,,,,,,7.70,7.7,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
5658826,SA_0000001445,COUNTRY,CAF,YEAR,AFR,Africa,SEX,SEX_FMLE,2004,,,,,,,20.2,20.2,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6490982,SA_0000001445,COUNTRY,SLB,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2004,,,,,,,4.5,4.5,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1146510,SA_0000001445,COUNTRY,MLI,YEAR,AFR,Africa,SEX,SEX_FMLE,2004,,,,,,,22.7,22.7,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
8514069,SA_0000001445,COUNTRY,DMA,YEAR,AMR,Americas,SEX,SEX_MLE,2004,,,,,,,3.7,3.7,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3529749,SA_0000001445,COUNTRY,MLI,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,36.6,36.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
254551,SA_0000001445,COUNTRY,CIV,YEAR,AFR,Africa,SEX,SEX_FMLE,2004,,,,,,,10.6,10.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2110390,SA_0000001445,COUNTRY,AUT,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,2.8,2.8,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2243566,SA_0000001445,COUNTRY,IDN,YEAR,SEAR,South-East Asia,SEX,SEX_FMLE,2004,,,,,,,4.5,4.5,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7186036,SA_0000001445,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2004,,,,,,,1.3,1.3,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2588045,SA_0000001445,COUNTRY,CYP,YEAR,EUR,Europe,SEX,SEX_BTSX,2004,,,,,,,4.9,4.9,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7236866,SA_0000001445,COUNTRY,TKM,YEAR,EUR,Europe,SEX,SEX_MLE,2004,,,,,,,4.9,4.9,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3846615,SA_0000001445,COUNTRY,GNB,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,21.2,21.2,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7724055,SA_0000001445,COUNTRY,WSM,YEAR,WPR,Western Pacific,,,2002,,,,,,,11.63,11.63,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2632527,SA_0000001445,COUNTRY,SMR,YEAR,EUR,Europe,,,2002,,,,,,,3.54,3.54,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1523925,SA_0000001445,COUNTRY,RWA,YEAR,AFR,Africa,SEX,SEX_FMLE,2004,,,,,,,18.2,18.2,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7344579,SA_0000001445,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_BTSX,2004,,,,,,,4.1,4.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
102233,SA_0000001445,COUNTRY,SVN,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,2.6,2.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7578509,SA_0000001445,COUNTRY,DZA,YEAR,AFR,Africa,SEX,SEX_FMLE,2004,,,,,,,1.4,1.4,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2123173,SA_0000001445,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2004,,,,,,,10.1,10.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6617803,SA_0000001445,COUNTRY,BRB,YEAR,AMR,Americas,SEX,SEX_FMLE,2004,,,,,,,3.5,3.5,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6705991,SA_0000001445,COUNTRY,PAN,YEAR,AMR,Americas,,,2002,,,,,,,4.29,4.29,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1567915,SA_0000001445,COUNTRY,NER,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,30.5,30.5,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1625116,SA_0000001445,COUNTRY,LUX,YEAR,EUR,Europe,SEX,SEX_MLE,2004,,,,,,,6.9,6.9,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7458522,SA_0000001445,COUNTRY,HUN,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,3.4,3.4,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5563944,SA_0000001445,COUNTRY,CHL,YEAR,AMR,Americas,SEX,SEX_BTSX,2004,,,,,,,5.1,5.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4926909,SA_0000001445,COUNTRY,GNB,YEAR,AFR,Africa,SEX,SEX_MLE,2004,,,,,,,32.9,32.9,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3897291,SA_0000001445,COUNTRY,ALB,YEAR,EUR,Europe,,,2002,,,,,,,22.71,22.71,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
5393463,SA_0000001445,COUNTRY,CMR,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,42.2,42.2,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3536282,SA_0000001445,COUNTRY,ETH,YEAR,AFR,Africa,SEX,SEX_MLE,2004,,,,,,,20.3,20.3,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4314991,SA_0000001445,COUNTRY,COK,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2004,,,,,,,12.2,12.2,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5129328,SA_0000001445,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,3.9,3.9,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
578545,SA_0000001445,COUNTRY,TLS,YEAR,SEAR,South-East Asia,,,2002,,,,,,,8.84,8.84,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
6573770,SA_0000001445,COUNTRY,KHM,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2004,,,,,,,4.2,4.2,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4346802,SA_0000001445,COUNTRY,FIN,YEAR,EUR,Europe,,,2002,,,,,,,4.14,4.14,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9012174,SA_0000001445,COUNTRY,TUR,YEAR,EUR,Europe,SEX,SEX_BTSX,2004,,,,,,,2.4,2.4,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4043032,SA_0000001445,COUNTRY,BTN,YEAR,SEAR,South-East Asia,SEX,SEX_MLE,2004,,,,,,,2.8,2.8,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
10013657,SA_0000001445,COUNTRY,CHE,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,2.3,2.3,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
8127873,SA_0000001445,COUNTRY,BTN,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2004,,,,,,,2.2,2.2,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1039206,SA_0000001445,COUNTRY,SWZ,YEAR,AFR,Africa,SEX,SEX_MLE,2004,,,,,,,22.9,22.9,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4744222,SA_0000001445,COUNTRY,SYR,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2004,,,,,,,0.3,0.3,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4839476,SA_0000001445,COUNTRY,BHS,YEAR,AMR,Americas,,,2002,,,,,,,4.93,4.93,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
3511067,SA_0000001445,COUNTRY,GRC,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,4.9,4.9,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1984523,SA_0000001445,COUNTRY,BLZ,YEAR,AMR,Americas,SEX,SEX_MLE,2004,,,,,,,13.3,13.3,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9272272,SA_0000001445,COUNTRY,FIN,YEAR,EUR,Europe,SEX,SEX_MLE,2004,,,,,,,5.6,5.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7761998,SA_0000001445,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,,,2002,,,,,,,0.82,0.82,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2336795,SA_0000001445,COUNTRY,USA,YEAR,AMR,Americas,,,2002,,,,,,,3.57,3.57,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
849425,SA_0000001445,COUNTRY,TGO,YEAR,AFR,Africa,SEX,SEX_MLE,2004,,,,,,,29.1,29.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5317585,SA_0000001445,COUNTRY,URY,YEAR,AMR,Americas,SEX,SEX_BTSX,2004,,,,,,,1.9,1.9,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4631442,SA_0000001445,COUNTRY,SLV,YEAR,AMR,Americas,SEX,SEX_BTSX,2004,,,,,,,3.8,3.8,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4409926,SA_0000001445,COUNTRY,ISR,YEAR,EUR,Europe,SEX,SEX_MLE,2004,,,,,,,4.3,4.3,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2193172,SA_0000001445,COUNTRY,CRI,YEAR,AMR,Americas,SEX,SEX_MLE,2004,,,,,,,9.0,9.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2626484,SA_0000001445,COUNTRY,CIV,YEAR,AFR,Africa,SEX,SEX_MLE,2004,,,,,,,29.8,29.8,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2841372,SA_0000001445,COUNTRY,CAN,YEAR,AMR,Americas,SEX,SEX_BTSX,2004,,,,,,,3.1,3.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7287982,SA_0000001445,COUNTRY,IND,YEAR,SEAR,South-East Asia,,,2002,,,,,,,2.95,2.95,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
3302464,SA_0000001445,COUNTRY,VEN,YEAR,AMR,Americas,,,2002,,,,,,,4.55,4.55,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9101061,SA_0000001445,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,SEX_FMLE,2004,,,,,,,21.6,21.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7787456,SA_0000001445,COUNTRY,GAB,YEAR,AFR,Africa,,,2002,,,,,,,11.48,11.48,,,,2013-06-11T14:15:34+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
3068531,SA_0000001445,COUNTRY,NLD,YEAR,EUR,Europe,SEX,SEX_MLE,2004,,,,,,,3.2,3.2,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1769861,SA_0000001445,COUNTRY,SLE,YEAR,AFR,Africa,SEX,SEX_FMLE,2004,,,,,,,12.6,12.6,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
299397,SA_0000001445,COUNTRY,VEN,YEAR,AMR,Americas,SEX,SEX_MLE,2004,,,,,,,4.1,4.1,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9392689,SA_0000001445,COUNTRY,DEU,YEAR,EUR,Europe,SEX,SEX_MLE,2004,,,,,,,6.0,6.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
